UID        PID  PPID  C STIME TTY          TIME CMD
sml0262  10276 10275  0 Nov13 pts/20   00:00:00 /bin/bash
root     10422   713  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     10510   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     10511 10510  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     10648 10422  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     11059   713  0 Oct30 ?        00:00:00 /usr/sbin/CRON -f
root     11061 11059  0 Oct30 ?        00:00:00 /usr/sbin/CRON -f
root     11349   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     11351 11349  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
sml0262  11371 10275  0 Nov13 pts/24   00:00:00 /bin/bash
root     11441   713  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     11499 11441  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     11670   713  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     11671 11670  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     11780   713  0 Nov03 ?        00:00:00 /usr/sbin/CRON -f
root     11783 11780  0 Nov03 ?        00:00:00 /usr/sbin/CRON -f
root     12021   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     12022 12021  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     12092  1061  0 Nov12 ?        00:00:00 sshd: amm0813 [priv]
root     12208   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     12210 12208  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
amm0813  12221 12092  0 Nov12 ?        00:00:01 sshd: amm0813@pts/1
amm0813  12222 12221  0 Nov12 pts/1    00:00:00 -bash
root     12294   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     12295 12294  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
wag0041  12435     1  0 Nov08 ?        00:00:00 sort
wag0041  12436     1  0 Nov08 ?        00:00:00 wc
root     12505   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     12507 12505  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     12581   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     12582   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     12583 12582  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     12584 12581  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     12723   713  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     12747 12723  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     12856   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     12858 12856  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     12922   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     12923 12922  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     13086   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     13087 13086  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     13095  1061  0 Nov14 ?        00:00:00 sshd: mcs0288 [priv]
root     13110   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     13111   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     13112 13110  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     13113 13111  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     13168   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     13169 13168  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
mcs0288  13181 13095  0 Nov14 ?        00:00:00 sshd: mcs0288@pts/11
mcs0288  13182 13181  0 Nov14 pts/11   00:00:00 -bash
root     13214   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     13215   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     13216 13214  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     13217 13215  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     13321   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     13322   713  0 Oct28 ?        00:00:00 /usr/sbin/CRON -f
root     13323 13321  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     13324 13322  0 Oct28 ?        00:00:00 /usr/sbin/CRON -f
root     13329   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     13330 13329  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     13909   713  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     13910   713  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     13911 13910  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     13912 13909  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     14001   713  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     14021 14001  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     14175   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     14176 14175  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     14177   713  0 Nov10 ?        00:00:00 /usr/sbin/CRON -f
root     14327   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     14328   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     14329 14327  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     14330 14328  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     14387 14177  0 Nov10 ?        00:00:00 /usr/sbin/CRON -f
root     14435     2  0 Nov14 ?        00:00:01 [kworker/0:2H]
root     14595   713  0 Oct31 ?        00:00:00 /usr/sbin/CRON -f
root     14596 14595  0 Oct31 ?        00:00:00 /usr/sbin/CRON -f
root     14952   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     14953 14952  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     15013   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     15014 15013  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     15047   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     15049 15047  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     15063   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     15065 15063  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     15096  1061  0 Nov13 ?        00:00:00 sshd: mk0689 [priv]
mk0689   15166 15096  0 Nov13 ?        00:00:00 sshd: mk0689@notty
mk0689   15167 15166  0 Nov13 ?        00:00:00 /usr/lib/openssh/sftp-server
root     15749   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     15751 15749  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     16049   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     16050 16049  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     16103   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     16104   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     16105 16104  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     16106 16103  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     16431   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     16432 16431  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     16434   713  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     16445 16434  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     16457   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     16458   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     16459 16457  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     16460 16458  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     16626   713  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     16628 16626  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     16769   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     16772 16769  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     16825   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     16827 16825  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     17080   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     17081 17080  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     17164   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     17167 17164  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     17273   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     17275 17273  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     17321   713  0 Nov02 ?        00:00:00 /usr/sbin/CRON -f
root     17323 17321  0 Nov02 ?        00:00:00 /usr/sbin/CRON -f
root     17580   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     17581   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     17582 17581  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     17583 17580  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     17767   713  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     17785 17767  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     18224   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     18225 18224  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     18592   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     18593 18592  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     18723     2  0 Nov11 ?        00:00:00 [kworker/1:1H]
root     18849   713  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     18871 18849  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     18931   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     18934 18931  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     18949     1  3 Nov10 ?        04:57:16 python /usr/sbin/denyhosts --daemon --purge --config=/etc/denyhosts.conf
root     19234   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     19236 19234  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     19407   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     19409 19407  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     19422   713  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     19458 19422  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     19586   713  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     19587 19586  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     19857     1  0 Oct12 ?        00:00:12 /usr/lib/packagekit/packagekitd
root     19927   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     19928 19927  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     19963   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     19965 19963  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     19968   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     19971 19968  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     20117   713  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     20360 20117  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     20376   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     20378 20376  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     20614   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     20615 20614  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     20630   713  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     20632 20630  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     20892   713  0 Nov01 ?        00:00:00 /usr/sbin/CRON -f
root     20893 20892  0 Nov01 ?        00:00:00 /usr/sbin/CRON -f
root     21291   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     21293 21291  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     21364   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     21365 21364  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     21581     2  0 Nov11 ?        00:00:06 [kworker/2:2H]
root     21586   713  0 06:39 ?        00:00:00 /usr/sbin/CRON -f
root     21588 21586  0 06:39 ?        00:00:00 /usr/sbin/CRON -f
root     21631   713  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     21650 21631  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     21870   713  0 07:09 ?        00:00:00 /usr/sbin/CRON -f
root     21872 21870  0 07:09 ?        00:00:00 /usr/sbin/CRON -f
root     21924   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     21925 21924  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     22000     2  0 Nov11 ?        00:00:00 [kworker/0:1H]
root     22272   713  0 Nov10 ?        00:00:00 /usr/sbin/CRON -f
root     22288 22272  0 Nov10 ?        00:00:00 /usr/sbin/CRON -f
root     22301   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     22302 22301  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     22374   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     22377 22374  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     22429   713  0 07:39 ?        00:00:00 /usr/sbin/CRON -f
root     22431 22429  0 07:39 ?        00:00:00 /usr/sbin/CRON -f
root     22478     2  0 Nov11 ?        00:00:00 [kworker/2:1H]
root     22695   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     22696 22695  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     22941  1061  0 Nov13 ?        00:00:00 sshd: amm0813 [priv]
root     23056  1061  0 07:58 ?        00:00:00 sshd: jp0787 [priv]
jp0787   23115 23056  0 07:58 ?        00:00:00 sshd: jp0787@notty
jp0787   23116 23115  0 07:58 ?        00:00:00 /usr/lib/openssh/sftp-server
amm0813  23155 22941  0 Nov13 ?        00:00:00 sshd: amm0813@pts/26
amm0813  23156 23155  0 Nov13 pts/26   00:00:00 -bash
root     23259   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     23262 23259  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     23283   713  0 08:09 ?        00:00:00 /usr/sbin/CRON -f
root     23285 23283  0 08:09 ?        00:00:00 /usr/sbin/CRON -f
root     23312   713  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     23319 23312  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     23324   713  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     23326 23324  0 Nov07 ?        00:00:00 /usr/sbin/CRON -f
root     23335   713  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     23336 23335  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     23535   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     23537 23535  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     23646   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     23649   713  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     23655 23646  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     23659   713  0 08:17 ?        00:00:00 /usr/sbin/CRON -f
root     23660 23659  0 08:17 ?        00:00:00 /usr/sbin/CRON -f
root     23667 23649  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     23910   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     23912 23910  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
sml0262  24002 10276  0 Nov13 pts/20   00:00:00 vim CliteAST.java
root     24049   713  0 Nov04 ?        00:00:00 /usr/sbin/CRON -f
root     24050 24049  0 Nov04 ?        00:00:00 /usr/sbin/CRON -f
root     24074   713  0 Nov03 ?        00:00:00 /usr/sbin/CRON -f
root     24075 24074  0 Nov03 ?        00:00:00 /usr/sbin/CRON -f
kpa0024  24096     1  0 Oct28 ?        00:00:00 rsync --server -vlogDtprze.iLsfxC --partial . /home/kpa0024/.misc/old/a
root     24286   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     24288 24286  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     24401   713  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     24423   713  0 08:39 ?        00:00:00 /usr/sbin/CRON -f
root     24424   713  0 08:39 ?        00:00:00 /usr/sbin/CRON -f
root     24425 24423  0 08:39 ?        00:00:00 /usr/sbin/CRON -f
root     24426 24424  0 08:39 ?        00:00:00 /usr/sbin/CRON -f
root     24434 24401  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     24510   713  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     24511 24510  0 Nov05 ?        00:00:00 /usr/sbin/CRON -f
root     24880   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     24882 24880  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     24911   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     24912 24911  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
hk0370   24956     1  0 Oct29 ?        00:00:03 tmux
hk0370   24957 24956  0 Oct29 pts/13   00:00:00 -bash
hk0370   24991 24956  0 Oct29 pts/14   00:00:00 -bash
root     25017   713  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     25029     1  0 00:06 ?        00:00:00 /usr/sbin/cupsd -l
root     25030     1  0 00:06 ?        00:00:00 /usr/sbin/cups-browsed
root     25034 25017  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     25077   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     25079 25077  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
wag0041  25152     1  0 Nov08 ?        00:00:00 wc
root     25300   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     25301 25300  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     25414   713  0 00:17 ?        00:00:00 /usr/sbin/CRON -f
root     25415 25414  0 00:17 ?        00:00:00 /usr/sbin/CRON -f
root     25651   713  0 09:09 ?        00:00:00 /usr/sbin/CRON -f
root     25653 25651  0 09:09 ?        00:00:00 /usr/sbin/CRON -f
root     25760   713  0 Nov04 ?        00:00:00 /usr/sbin/CRON -f
root     25793 25760  0 Nov04 ?        00:00:00 /usr/sbin/CRON -f
root     25832   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     25833 25832  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     25879   713  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
amm0813  25880 12222  0 Nov13 pts/1    00:00:00 ./bitwisemenu
root     25881 25879  0 Nov06 ?        00:00:00 /usr/sbin/CRON -f
root     26037   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     26040 26037  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     26078   713  0 Nov09 ?        00:00:00 /usr/sbin/CRON -f
root     26093 26078  0 Nov09 ?        00:00:00 /usr/sbin/CRON -f
root     26186   713  0 Nov03 ?        00:00:00 /usr/sbin/CRON -f
root     26188 26186  0 Nov03 ?        00:00:00 /usr/sbin/CRON -f
root     26210     2  0 Oct23 ?        00:00:00 [xfsalloc]
root     26217     2  0 Oct23 ?        00:00:00 [xfs_mru_cache]
root     26222     2  0 Oct23 ?        00:00:00 [jfsIO]
root     26223     2  0 Oct23 ?        00:00:00 [jfsCommit]
root     26224     2  0 Oct23 ?        00:00:00 [jfsCommit]
root     26225     2  0 Oct23 ?        00:00:00 [jfsCommit]
root     26226     2  0 Oct23 ?        00:00:00 [jfsSync]
root     26253   713  0 09:17 ?        00:00:00 /usr/sbin/CRON -f
root     26254 26253  0 09:17 ?        00:00:00 /usr/sbin/CRON -f
root     26292   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     26294 26292  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     26390   713  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     26419 26390  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     26609   713  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     26613   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     26615 26613  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     26732 26609  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     26805  1061  0 09:21 ?        00:00:00 sshd: jcf0192 [priv]
root     26857   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     26858 26857  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
jcf0192  26891 26805  0 09:21 ?        00:00:00 sshd: jcf0192@pts/9
jcf0192  26892 26891  0 09:21 pts/9    00:00:00 -bash
root     27119   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     27120 27119  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     27178   713  0 01:32 ?        00:00:00 /usr/sbin/CRON -f
root     27179 27178  0 01:32 ?        00:00:00 /usr/sbin/CRON -f
wag0041  27228     1  0 Nov08 ?        00:00:00 sort
root     27246   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     27247 27246  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     27299   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     27301 27299  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     27340   713  0 Nov09 ?        00:00:00 /usr/sbin/CRON -f
root     27419 27340  0 Nov09 ?        00:00:00 /usr/sbin/CRON -f
root     27893   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     27894 27893  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     28080   713  0 02:17 ?        00:00:00 /usr/sbin/CRON -f
root     28081 28080  0 02:17 ?        00:00:00 /usr/sbin/CRON -f
jim0072  28095     1  0 Oct17 ?        00:00:00 rsync --daemon --port=29486 --config=/home/jim0072/.vs/rsync/14100_a3df7d36-f732-4693-8244-f95102a75750/rsyncd.conf
root     28191   713  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     28192   713  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     28219 28191  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     28229 28192  0 Nov08 ?        00:00:00 /usr/sbin/CRON -f
root     28237   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     28238 28237  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     28563     2  0 02:51 ?        00:00:03 [kworker/0:1]
root     28683   713  0 09:39 ?        00:00:00 /usr/sbin/CRON -f
root     28685 28683  0 09:39 ?        00:00:00 /usr/sbin/CRON -f
root     28953   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     28954 28953  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     28993   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     28994 28993  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     29224   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     29225 29224  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     29464  1061  0 09:47 ?        00:00:00 sshd: jp0787 [priv]
root     29503   713  0 04:09 ?        00:00:00 /usr/sbin/CRON -f
root     29505 29503  0 04:09 ?        00:00:00 /usr/sbin/CRON -f
jp0787   29525 29464  0 09:47 ?        00:00:00 sshd: jp0787@pts/22
jp0787   29526 29525  0 09:47 pts/22   00:00:00 -bash
root     29544   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     29547 29544  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     29749   713  0 04:39 ?        00:00:00 /usr/sbin/CRON -f
root     29752 29749  0 04:39 ?        00:00:00 /usr/sbin/CRON -f
root     29790   713  0 Oct30 ?        00:00:00 /usr/sbin/CRON -f
root     29791 29790  0 Oct30 ?        00:00:00 /usr/sbin/CRON -f
root     29879  1061  0 09:50 ?        00:00:00 sshd: ems0237 [priv]
ems0237  29969 29879  0 09:51 ?        00:00:02 sshd: ems0237@pts/25
ems0237  29970 29969  0 09:51 pts/25   00:00:00 -bash
root     30183   713  0 05:17 ?        00:00:00 /usr/sbin/CRON -f
root     30184 30183  0 05:17 ?        00:00:00 /usr/sbin/CRON -f
jim0072  30334     1  0 Oct17 ?        00:00:00 rsync --daemon --port=56126 --config=/home/jim0072/.vs/rsync/11896_5723f5cd-9afc-42f6-98f2-38ef3b25e55c/rsyncd.conf
root     30685  1061  0 10:02 ?        00:00:00 sshd: jar0578 [priv]
root     30691   713  0 06:09 ?        00:00:00 /usr/sbin/CRON -f
root     30693 30691  0 06:09 ?        00:00:00 /usr/sbin/CRON -f
jar0578  30746 30685  0 10:02 ?        00:00:00 sshd: jar0578@pts/2
jar0578  30747 30746  0 10:02 pts/2    00:00:00 -bash
root     30791  1061  0 10:02 ?        00:00:00 sshd: cmd0327 [priv]
cmd0327  30850 30791  0 10:02 ?        00:00:00 sshd: cmd0327@pts/6
cmd0327  30851 30850  0 10:02 pts/6    00:00:00 -bash
root     31013   713  0 10:09 ?        00:00:00 /usr/sbin/CRON -f
root     31014 31013  0 10:09 ?        00:00:00 /usr/sbin/CRON -f
root     31171   713  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     31173 31171  0 Nov11 ?        00:00:00 /usr/sbin/CRON -f
root     31199  1061  0 10:15 ?        00:00:00 sshd: rlb0421 [priv]
root     31267   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     31269 31267  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
rlb0421  31273 31199  0 10:15 ?        00:00:02 sshd: rlb0421@pts/4
rlb0421  31274 31273  0 10:15 pts/4    00:00:00 -bash
root     31414   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     31415   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     31416 31415  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     31417 31414  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     31555   713  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     31557 31555  0 Nov12 ?        00:00:00 /usr/sbin/CRON -f
root     31585   713  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     31586 31585  0 Nov13 ?        00:00:00 /usr/sbin/CRON -f
root     31602   713  0 10:17 ?        00:00:00 /usr/sbin/CRON -f
root     31603 31602  0 10:17 ?        00:00:00 /usr/sbin/CRON -f
elm0153  31879     1  0 Oct31 ?        00:00:00 top
root     32041   713  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     32042 32041  0 Nov14 ?        00:00:00 /usr/sbin/CRON -f
root     32720   713  0 Nov04 ?        00:00:00 /usr/sbin/CRON -f
root     32722 32720  0 Nov04 ?        00:00:00 /usr/sbin/CRON -f
